happiness_classification,norm_imports,norm_exports,fear,anger,surprise,sadness,disgust,joy,anticipation
not-happy,0.5570935277501697,0.6740137280885184,0.0615384615384615,0.0324786324786324,0.0376068376068376,0.0444444444444444,0.0205128205128205,0.0666666666666666,0.1128205128205128
happy,1.1668565660870538,1.3658343737362935,0.0620689655172413,0.0448275862068965,0.0413793103448275,0.0448275862068965,0.0310344827586206,0.0724137931034482,0.093103448275862
not-happy,0.8713043310583567,0.7064878806289693,0.0766917293233082,0.0586466165413533,0.0225563909774436,0.0451127819548872,0.037593984962406,0.0706766917293233,0.0887218045112782
happy,0.7369066771663748,0.7086489835550847,0.044776119402985,0.0341151385927505,0.0191897654584221,0.0277185501066098,0.0191897654584221,0.0767590618336887,0.1044776119402985
happy,1.3089591023960037,2.112171342210511,0.0639730639730639,0.0488215488215488,0.0269360269360269,0.0404040404040404,0.0303030303030303,0.0622895622895622,0.0925925925925925
not-happy,0.45621592302107333,0.1208554709616973,0.0834312573443008,0.063454759106933,0.0376028202115158,0.0481786133960047,0.0364277320799059,0.0716803760282021,0.1045828437132785
not-happy,0.47673557765600083,0.22187293906238406,0.0692640692640692,0.0584415584415584,0.0367965367965368,0.0454545454545454,0.0411255411255411,0.0584415584415584,0.0757575757575757
happy,2.0759367288568358,1.9316305371147995,0.0738831615120274,0.0429553264604811,0.0326460481099656,0.0429553264604811,0.0171821305841924,0.0670103092783505,0.1030927835051546
happy,2.2019279378462224,2.3022111198072106,0.1094452773613193,0.088455772113943,0.025487256371814,0.0689655172413793,0.0389805097451274,0.0584707646176911,0.095952023988006
happy,16.66479569444217,14.60852776141758,0.0748752079866888,0.0366056572379367,0.0316139767054908,0.0366056572379367,0.0249584026622296,0.0782029950083194,0.0965058236272878
not-happy,1.3821288341570825,1.0197730072181208,0.0932835820895522,0.0820895522388059,0.0205223880597014,0.0652985074626865,0.0503731343283582,0.0634328358208955,0.0652985074626865
not-happy,10.157771551995795,9.23409554463507,0.0452127659574468,0.0239361702127659,0.0319148936170212,0.0212765957446808,0.0239361702127659,0.0718085106382978,0.101063829787234
happy,0.8162734641814453,0.5886776757248988,0.087719298245614,0.0576441102756892,0.0476190476190476,0.0576441102756892,0.0350877192982456,0.06265664160401,0.1102756892230576
not-happy,1.3749658202577906,1.4559407186158784,0.1142857142857142,0.06,0.0257142857142857,0.06,0.0371428571428571,0.0457142857142857,0.1085714285714285
not-happy,64.52942342542273,42.220776947365096,0.0730434782608695,0.0417391304347826,0.0208695652173913,0.04,0.0313043478260869,0.0469565217391304,0.0747826086956521
happy,2.003357799974422,2.508498131907534,0.0783730158730158,0.0625,0.0297619047619047,0.058531746031746,0.0287698412698412,0.0664682539682539,0.0992063492063492
not-happy,0.45298949818472084,0.11125254619578573,0.0642023346303501,0.0408560311284046,0.0330739299610894,0.0272373540856031,0.0233463035019455,0.0817120622568093,0.0875486381322957
not-happy,10.283483981365901,15.755332132323424,0.0994475138121546,0.0580110497237569,0.0359116022099447,0.0552486187845303,0.0359116022099447,0.074585635359116,0.0883977900552486
happy,15.83251452517968,18.183592418555488,0.0620031796502384,0.0349761526232114,0.027027027027027,0.0206677265500794,0.0222575516693163,0.0715421303656597,0.1240063593004769
happy,1.9901784466323662,1.683751361138189,0.0976138828633405,0.071583514099783,0.0347071583514099,0.0759219088937093,0.0433839479392624,0.0498915401301518,0.0629067245119305
happy,2.9324748430693472,1.0629563097559125,0.0608519269776876,0.0344827586206896,0.0304259634888438,0.0324543610547667,0.0121703853955375,0.0791075050709939,0.1075050709939148
happy,8.479254431155459,8.872476711191954,0.0715307582260372,0.0543633762517882,0.0371959942775393,0.044349070100143,0.0171673819742489,0.0701001430615164,0.1072961373390558
happy,9.775127996952493,4.617885862388898,0.0792682926829268,0.0670731707317073,0.0259146341463414,0.0564024390243902,0.0304878048780487,0.0777439024390243,0.086890243902439
not-happy,1.2807708676485006,0.613177728005014,0.087378640776699,0.058252427184466,0.0355987055016181,0.0614886731391585,0.0258899676375404,0.058252427184466,0.0809061488673139
happy,9.813651944349454,11.620336350348511,0.0884955752212389,0.0486725663716814,0.0265486725663716,0.0641592920353982,0.0331858407079646,0.084070796460177,0.1061946902654867
happy,0.45401377348026856,0.319325392758916,0.0954692556634304,0.0679611650485436,0.0194174757281553,0.0647249190938511,0.0517799352750809,0.058252427184466,0.0728155339805825
not-happy,1.5073951022238323,1.7053248613830898,0.0982318271119842,0.0510805500982318,0.0275049115913556,0.0550098231827112,0.0294695481335952,0.0667976424361493,0.0943025540275049
happy,10.599559189030105,11.542017262271,0.0751565762004175,0.045929018789144,0.0167014613778705,0.0417536534446764,0.0271398747390396,0.0730688935281837,0.081419624217119
happy,0.6190038911754905,0.4762440840511395,0.1023513139695712,0.0650069156293222,0.0193637621023513,0.0580912863070539,0.0359612724757952,0.0705394190871369,0.0829875518672199
happy,4.501295841550923,3.6901624220154607,0.0698529411764705,0.0533088235294117,0.0294117647058823,0.0441176470588235,0.0367647058823529,0.0606617647058823,0.0790441176470588
not-happy,1.0935694527012392,1.492263716471886,0.0881226053639846,0.0498084291187739,0.0325670498084291,0.0383141762452107,0.0114942528735632,0.082375478927203,0.1034482758620689
not-happy,6.737873989307199,1.5457467477242082,0.0754716981132075,0.0304789550072568,0.034833091436865,0.0391872278664731,0.0217706821480406,0.0972423802612481,0.0943396226415094
happy,9.118637977650543,9.159010097826423,0.0783699059561128,0.0438871473354232,0.0156739811912225,0.012539184952978,0.0031347962382445,0.0783699059561128,0.0846394984326018
happy,1.8675690181857065,0.9488940356941176,0.0501089324618736,0.0457516339869281,0.0217864923747276,0.0261437908496732,0.0261437908496732,0.0675381263616557,0.1176470588235294
happy,7.063756381712007,4.764423059816232,0.107750472589792,0.052930056710775,0.0340264650283553,0.054820415879017,0.0491493383742911,0.0907372400756143,0.0491493383742911
not-happy,2.447757625631998,1.1105923607217496,0.0888208269525268,0.0719754977029096,0.0260336906584992,0.0581929555895865,0.0490045941807044,0.0689127105666156,0.0888208269525268
not-happy,1.4168746231319604,1.4101906367150574,0.0974025974025974,0.0497835497835497,0.0259740259740259,0.0519480519480519,0.0281385281385281,0.0692640692640692,0.093073593073593
happy,1.7222794898684355,1.6447332449432321,0.09125,0.07375,0.0375,0.05625,0.03,0.095,0.1175
not-happy,1.491889318970026,0.5222577575615989,0.0741324921135646,0.0662460567823343,0.028391167192429,0.0615141955835962,0.0347003154574132,0.0741324921135646,0.0977917981072555
happy,3.5588293229849803,4.0433128583402755,0.1208791208791208,0.0637362637362637,0.0439560439560439,0.0527472527472527,0.0329670329670329,0.0637362637362637,0.0901098901098901
happy,1.1862522251757666,0.5424916530501019,0.0664697193500738,0.0443131462333825,0.0295420974889217,0.0413589364844904,0.0236336779911373,0.0886262924667651,0.121122599704579
happy,2.8909690192185717,2.5793912452686047,0.1140215716486903,0.1001540832049306,0.0292758089368258,0.0662557781201849,0.0477657935285053,0.0462249614791987,0.0585516178736517
happy,2.5120692488896066,3.227224839391691,0.0636215334420881,0.030995106035889,0.0375203915171288,0.0293637846655791,0.0146818923327895,0.0701468189233279,0.1158238172920065
happy,11.28543038559466,11.028425511663928,0.0459558823529411,0.0367647058823529,0.0459558823529411,0.0294117647058823,0.0110294117647058,0.0863970588235294,0.1305147058823529
happy,0.7971843647035298,0.6992029547116216,0.0799256505576208,0.0464684014869888,0.0427509293680297,0.0334572490706319,0.0167286245353159,0.0762081784386617,0.0910780669144981
not-happy,0.4726554490223326,0.23009021307453026,0.0838709677419354,0.0516129032258064,0.0279569892473118,0.0344086021505376,0.010752688172043,0.075268817204301,0.1032258064516129
happy,3.934410916777805,3.2075406585575004,0.1102831594634873,0.0611028315946348,0.0268256333830104,0.0417287630402384,0.0387481371087928,0.0432190760059612,0.0715350223546944
happy,9.864130314859985,6.381724109906225,0.0560131795716639,0.0494233937397034,0.0329489291598023,0.042833607907743,0.0230642504118616,0.0889621087314662,0.1070840197693575
not-happy,0.35472744070568074,0.3376215415012444,0.060546875,0.048828125,0.029296875,0.03125,0.017578125,0.09765625,0.091796875
not-happy,2.6830664824442594,1.8446261301594609,0.069090909090909,0.0418181818181818,0.0254545454545454,0.0327272727272727,0.0181818181818181,0.0854545454545454,0.1163636363636363
not-happy,9.214636486972003,15.824582818345057,0.0813648293963254,0.0524934383202099,0.0236220472440944,0.0393700787401574,0.0446194225721784,0.0551181102362204,0.0708661417322834
not-happy,1.5915608453092362,0.5264863087248051,0.0925925925925925,0.0671296296296296,0.0254629629629629,0.0578703703703703,0.0416666666666666,0.074074074074074,0.0902777777777777
not-happy,1.3160095339053175,0.3737693820169082,0.0590858416945373,0.0289855072463768,0.0345596432552954,0.0289855072463768,0.0122630992196209,0.092530657748049,0.1014492753623188
happy,3.5369981112523363,2.0332914504324062,0.0604651162790697,0.0527131782945736,0.0217054263565891,0.0294573643410852,0.0232558139534883,0.0682170542635658,0.089922480620155
happy,3.0266032354503394,1.809417421670521,0.0850767085076708,0.0599721059972106,0.0251046025104602,0.0641562064156206,0.0376569037656903,0.0683403068340306,0.104602510460251
not-happy,2.0905481245162125,0.7993446476532344,0.1049180327868852,0.0590163934426229,0.021311475409836,0.0540983606557377,0.0344262295081967,0.0737704918032786,0.080327868852459
not-happy,0.7982820563529495,0.26705628257631053,0.1112531969309462,0.09846547314578,0.0345268542199488,0.0703324808184143,0.0421994884910485,0.0601023017902813,0.067774936061381
not-happy,0.4501984665799706,1.437653958549233,0.0709779179810725,0.0583596214511041,0.0315457413249211,0.0378548895899053,0.0141955835962145,0.0930599369085173,0.1072555205047318
happy,2.3631493100970036,3.404144518763969,0.0835322195704057,0.0572792362768496,0.026252983293556,0.0477326968973747,0.0453460620525059,0.0739856801909307,0.0930787589498806
happy,1.2269401753840943,0.5018560887773963,0.0761316872427983,0.0349794238683127,0.0288065843621399,0.0329218106995884,0.0205761316872428,0.0946502057613168,0.1172839506172839
happy,3.1597519955509847,3.480179985457613,0.0864197530864197,0.0576131687242798,0.0349794238683127,0.0534979423868312,0.0288065843621399,0.0987654320987654,0.1275720164609053
not-happy,195.70510623519814,230.3745642831394,0.0428994082840236,0.0118343195266272,0.0340236686390532,0.0162721893491124,0.0103550295857988,0.1005917159763313,0.1079881656804733
not-happy,1.034023306123445,0.274095287122297,0.0796747967479674,0.065040650406504,0.0357723577235772,0.0471544715447154,0.0292682926829268,0.0861788617886178,0.0926829268292682
not-happy,1.7602434683582182,1.0867504813333064,0.0513833992094861,0.033596837944664,0.0177865612648221,0.033596837944664,0.0217391304347826,0.0513833992094861,0.1007905138339921
happy,7.750117611591225,6.550070862734606,0.0817307692307692,0.0240384615384615,0.0048076923076923,0.0576923076923076,0.0096153846153846,0.0673076923076923,0.0913461538461538
happy,7.624191058163553,9.140327389396862,0.0793991416309012,0.03862660944206,0.0257510729613733,0.0300429184549356,0.0278969957081545,0.0965665236051502,0.0965665236051502
not-happy,0.3357981601943429,0.12789913493574318,0.084051724137931,0.0452586206896551,0.0150862068965517,0.0560344827586206,0.0280172413793103,0.084051724137931,0.0581896551724137
not-happy,3.74948039374271,3.743809607328299,0.0566750629722921,0.0314861460957178,0.0277078085642317,0.0226700251889168,0.0138539042821158,0.0730478589420654,0.0919395465994962
happy,2.193565997894338,0.7086791888959547,0.065340909090909,0.0511363636363636,0.03125,0.0440340909090909,0.0298295454545454,0.080965909090909,0.0923295454545454
happy,0.35098898930045236,0.057159732639299944,0.0754310344827586,0.0625,0.0237068965517241,0.0517241379310344,0.0150862068965517,0.0797413793103448,0.105603448275862
not-happy,0.3015929257249716,0.2855952977427422,0.1023622047244094,0.0519685039370078,0.0204724409448818,0.0393700787401574,0.0251968503937007,0.0850393700787401,0.0866141732283464
not-happy,1.142665062812691,0.40050098957395336,0.0715421303656597,0.0461049284578696,0.0317965023847376,0.0445151033386327,0.027027027027027,0.0794912559618442,0.1128775834658187
happy,0.11321828710928478,0.09300834830424255,0.0916666666666666,0.0583333333333333,0.0208333333333333,0.04375,0.0395833333333333,0.0583333333333333,0.0791666666666666
not-happy,0.7617548034352261,0.6107497790246709,0.0801603206412825,0.0400801603206412,0.0180360721442885,0.0501002004008016,0.0380761523046092,0.094188376753507,0.0881763527054108
happy,1.8314105712577748,1.9253606790057702,0.0716417910447761,0.0492537313432835,0.0343283582089552,0.0343283582089552,0.0238805970149253,0.0776119402985074,0.0895522388059701
happy,22.416887936008003,28.071531259271886,0.0632653061224489,0.0408163265306122,0.0346938775510204,0.0387755102040816,0.0224489795918367,0.0632653061224489,0.1
not-happy,6.214542424918452,4.26843805147057,0.0781010719754977,0.0505359877488514,0.0245022970903522,0.0428790199081163,0.0566615620214395,0.0581929555895865,0.0826952526799387
not-happy,3.3081462908794217,2.5805355270610733,0.0979899497487437,0.0351758793969849,0.0251256281407035,0.0402010050251256,0.0150753768844221,0.0829145728643216,0.100502512562814
not-happy,1.6098466195997867,1.5148685291510395,0.078,0.052,0.026,0.032,0.02,0.08,0.092
happy,0.082956379755108,0.04012902123971229,0.1009771986970684,0.0390879478827361,0.0390879478827361,0.022801302931596,0.0325732899022801,0.0521172638436482,0.1042345276872964
happy,0.5038102208509072,0.35388598007374417,0.1051136363636363,0.0625,0.0369318181818181,0.0625,0.0284090909090909,0.0454545454545454,0.0625
happy,0.9466053399231465,0.6645770903403327,0.0741687979539642,0.0485933503836317,0.0204603580562659,0.0434782608695652,0.0255754475703324,0.0767263427109974,0.0843989769820971
