happiness_classification,norm_imports,norm_exports,fear,anger,surprise,sadness,disgust,joy,anticipation
not-happy,0.6025010418234333,0.325640482544968,0.0629213483146067,0.0202247191011235,0.0337078651685393,0.0247191011235955,0.0134831460674157,0.0764044943820224,0.1235955056179775
not-happy,0.34483164659781823,0.12159594289509432,0.1037234042553191,0.0638297872340425,0.026595744680851,0.077127659574468,0.0452127659574468,0.0691489361702127,0.0851063829787234
not-happy,0.489015085508556,0.5184892264215801,0.0503597122302158,0.0311750599520383,0.0311750599520383,0.026378896882494,0.0119904076738609,0.0599520383693045,0.1079136690647482
not-happy,1.2153748490162957,0.7004914478018309,0.0718132854578097,0.059245960502693,0.0143626570915619,0.0556552962298025,0.0412926391382405,0.0610412926391382,0.0682226211849192
happy,1.6822285320364392,2.4493394774072015,0.054054054054054,0.0374220374220374,0.0353430353430353,0.0374220374220374,0.0291060291060291,0.0769230769230769,0.0977130977130977
not-happy,0.5729454245386663,0.13569375224248437,0.090625,0.0708333333333333,0.03125,0.053125,0.0354166666666666,0.0708333333333333,0.0833333333333333
not-happy,0.6260799393790668,0.29399659728678623,0.0533807829181494,0.0249110320284697,0.0142348754448398,0.0391459074733096,0.0071174377224199,0.092526690391459,0.0854092526690391
not-happy,0.7844863254782832,0.3210141970233025,0.0803689064558629,0.061923583662714,0.0184453227931488,0.0421607378129117,0.0263504611330698,0.0487483530961791,0.0961791831357048
happy,0.9859087790856446,0.4717597505646143,0.0830945558739255,0.0659025787965616,0.0429799426934097,0.0601719197707736,0.0143266475644699,0.0744985673352435,0.1260744985673352
not-happy,0.1742702100664128,0.03817480542150556,0.0425101214574898,0.0182186234817813,0.020242914979757,0.0121457489878542,0.0182186234817813,0.0708502024291498,0.131578947368421
happy,3.470270683666665,3.4182802376339305,0.0728476821192053,0.0463576158940397,0.0298013245033112,0.021523178807947,0.0132450331125827,0.0943708609271523,0.119205298013245
happy,18.264023190393313,15.674989364411758,0.0939759036144578,0.0674698795180722,0.0313253012048192,0.0337349397590361,0.0265060240963855,0.0698795180722891,0.0891566265060241
not-happy,1.6187802135817526,1.0478711153739304,0.1084788029925187,0.071072319201995,0.0211970074812967,0.0511221945137157,0.0374064837905236,0.0810473815461346,0.0773067331670823
not-happy,10.79517665875908,8.768679589718374,0.0409356725146198,0.023391812865497,0.0380116959064327,0.0350877192982456,0.0058479532163742,0.1432748538011695,0.0964912280701754
happy,0.9381772001996204,0.58000667056755,0.0918367346938775,0.0782312925170068,0.042517006802721,0.0544217687074829,0.0408163265306122,0.0850340136054421,0.0901360544217687
happy,1.811936216619028,1.7944093568229422,0.05859375,0.0494791666666666,0.0286458333333333,0.0299479166666666,0.0260416666666666,0.08984375,0.08203125
happy,76.04309375021016,48.00849579925926,0.0837837837837837,0.0513513513513513,0.0243243243243243,0.0432432432432432,0.0351351351351351,0.0756756756756756,0.0783783783783783
happy,2.499195313887483,3.045306078157482,0.0444915254237288,0.0444915254237288,0.0296610169491525,0.0381355932203389,0.0127118644067796,0.0677966101694915,0.0953389830508474
happy,1.4203671790050971,2.701957420276847,0.0566572237960339,0.0424929178470254,0.0339943342776204,0.0538243626062322,0.0198300283286118,0.0878186968838526,0.1133144475920679
not-happy,2.5003671593535923,0.8133457239449483,0.0769230769230769,0.068825910931174,0.0364372469635627,0.0506072874493927,0.0323886639676113,0.0931174089068826,0.0850202429149797
not-happy,17.05469550360694,18.080799661380045,0.0594059405940594,0.0297029702970297,0.0336633663366336,0.0396039603960396,0.0158415841584158,0.0891089108910891,0.093069306930693
happy,19.663911947296544,20.165660137098893,0.0634057971014492,0.036231884057971,0.0380434782608695,0.036231884057971,0.0181159420289855,0.0833333333333333,0.1304347826086956
not-happy,0.8461400298918337,0.29349957581541986,0.0632183908045977,0.0459770114942528,0.0114942528735632,0.0402298850574712,0.028735632183908,0.057471264367816,0.0919540229885057
happy,2.4701449394610706,2.0429657657369615,0.0652741514360313,0.0261096605744125,0.0156657963446475,0.0261096605744125,0.010443864229765,0.0783289817232376,0.0757180156657963
not-happy,3.5477863731763004,1.28224275530676,0.0664893617021276,0.0398936170212766,0.0319148936170212,0.0292553191489361,0.0212765957446808,0.0930851063829787,0.1196808510638298
happy,9.651888366256218,9.7750314462731,0.0916179337231968,0.0662768031189083,0.0253411306042884,0.0467836257309941,0.0389863547758284,0.0643274853801169,0.0818713450292397
not-happy,11.429884498979742,5.3464846267456005,0.1299492385786802,0.1258883248730964,0.0233502538071065,0.082233502538071,0.0517766497461928,0.048730964467005,0.0680203045685279
happy,16.697781123797167,14.352558674944333,0.1086419753086419,0.0790123456790123,0.0246913580246913,0.0493827160493827,0.0271604938271604,0.0790123456790123,0.1209876543209876
not-happy,1.4784589831981996,0.5670985156837685,0.0757238307349666,0.042316258351893,0.0400890868596882,0.0623608017817371,0.0267260579064587,0.086859688195991,0.0935412026726058
happy,13.536986264740914,14.070460316496105,0.0825,0.0475,0.015,0.0575,0.0325,0.09,0.115
happy,0.5957460801389173,0.4100152283917961,0.0723684210526315,0.0493421052631578,0.0296052631578947,0.0328947368421052,0.0230263157894736,0.0756578947368421,0.0756578947368421
not-happy,1.7959429994227565,1.789336179664138,0.0692167577413479,0.0364298724954462,0.02367941712204,0.0455373406193078,0.02367941712204,0.0728597449908925,0.081967213114754
happy,0.11707557364250624,0.10155708078102256,0.0615763546798029,0.0369458128078817,0.0246305418719211,0.0344827586206896,0.0172413793103448,0.0689655172413793,0.105911330049261
happy,13.311883293357756,13.068891702191612,0.0738255033557047,0.0637583892617449,0.0335570469798657,0.0553691275167785,0.0318791946308724,0.0889261744966442,0.0956375838926174
happy,0.9008245218699991,0.6132328567070299,0.0990338164251207,0.0628019323671497,0.0157004830917874,0.0700483091787439,0.0579710144927536,0.0785024154589372,0.0760869565217391
happy,6.234532129484631,4.8751167264877715,0.0827423167848699,0.0661938534278959,0.0307328605200945,0.0567375886524822,0.0283687943262411,0.0756501182033096,0.0780141843971631
not-happy,1.3151570546672646,1.7160643102798627,0.0872600349040139,0.06282722513089,0.0279232111692844,0.0436300174520069,0.0349040139616055,0.0890052356020942,0.0855148342059336
not-happy,8.728063718104778,0.7419041643700723,0.0934306569343065,0.0642335766423357,0.0131386861313868,0.056934306569343,0.0291970802919708,0.0875912408759124,0.0905109489051095
not-happy,2.7571084628942932,7.15742135796589,0.0801963993453355,0.0589198036006546,0.0245499181669394,0.0458265139116202,0.0245499181669394,0.0752864157119476,0.0867430441898527
not-happy,1.0186894308689949,0.19929080086520187,0.0688976377952756,0.0472440944881889,0.0374015748031496,0.0629921259842519,0.0334645669291338,0.0885826771653543,0.0984251968503937
happy,9.794452795235035,9.954269700709476,0.0777439024390243,0.0304878048780487,0.0137195121951219,0.0213414634146341,0.0182926829268292,0.0640243902439024,0.0945121951219512
happy,1.9525137065715878,1.0388924706674108,0.0633187772925764,0.0480349344978165,0.0349344978165938,0.0458515283842794,0.019650655021834,0.1026200873362445,0.0982532751091703
happy,7.3226121815589815,5.369664113057929,0.0731343283582089,0.035820895522388,0.0298507462686567,0.044776119402985,0.0253731343283582,0.0791044776119403,0.0940298507462686
happy,0.32882245819077033,0.6963000683808613,0.0709219858156028,0.0425531914893617,0.0226950354609929,0.025531914893617,0.0297872340425531,0.0851063829787234,0.0794326241134751
not-happy,3.2779146288516863,1.4718160660172002,0.0623608017817371,0.0311804008908685,0.0289532293986636,0.0356347438752783,0.0267260579064587,0.1046770601336302,0.111358574610245
not-happy,1.679943730297186,1.6577057418326009,0.1048218029350104,0.0440251572327044,0.0146750524109014,0.0524109014675052,0.0314465408805031,0.0524109014675052,0.0985324947589098
happy,1.95469146509033,1.8410818807129374,0.0871886120996441,0.0640569395017793,0.0231316725978647,0.0676156583629893,0.0462633451957295,0.0854092526690391,0.1103202846975089
happy,1.785238531081269,0.5738420556198293,0.0573663624511082,0.0482398956975228,0.0378096479791395,0.0378096479791395,0.0325945241199478,0.1095176010430247,0.0925684485006518
happy,4.474185966207922,4.734428969975524,0.0849420849420849,0.0366795366795366,0.0521235521235521,0.0424710424710424,0.0193050193050193,0.0559845559845559,0.0849420849420849
happy,1.30567705113592,0.6089152900102213,0.0643939393939393,0.0303030303030303,0.0227272727272727,0.0404040404040404,0.0189393939393939,0.0984848484848484,0.0934343434343434
happy,3.4472068190641894,3.269670989118671,0.1123188405797101,0.092391304347826,0.0344202898550724,0.0652173913043478,0.0543478260869565,0.0507246376811594,0.0869565217391304
not-happy,3.3674796035664305,3.369369864214015,0.0846560846560846,0.0511463844797178,0.0317460317460317,0.0476190476190476,0.0282186948853615,0.0723104056437389,0.0899470899470899
happy,12.466538853622412,12.093840869144683,0.074792243767313,0.0637119113573407,0.0304709141274238,0.0277008310249307,0.0277008310249307,0.0664819944598338,0.0720221606648199
happy,0.9033795241498495,0.8065823634916703,0.0775510204081632,0.0428571428571428,0.0224489795918367,0.0326530612244898,0.0306122448979591,0.0938775510204081,0.1040816326530612
not-happy,0.6323118457117013,0.20024053396088573,0.0675675675675675,0.0308880308880308,0.0308880308880308,0.027027027027027,0.0173745173745173,0.1081081081081081,0.11003861003861
not-happy,0.9766569592821982,0.20753754509180714,0.0880121396054628,0.0698027314112291,0.0303490136570561,0.0515933232169954,0.0424886191198786,0.0698027314112291,0.0682852807283763
happy,4.692867669719517,4.145146141594474,0.0910543130990415,0.0511182108626198,0.0399361022364217,0.0463258785942492,0.0367412140575079,0.0495207667731629,0.0958466453674121
not-happy,0.6392338328125462,0.45941909214012616,0.0708502024291498,0.0506072874493927,0.0364372469635627,0.0445344129554655,0.0222672064777327,0.0951417004048583,0.0931174089068826
happy,10.777727784087887,7.164737842453354,0.0874704491725768,0.0709219858156028,0.0260047281323877,0.0638297872340425,0.0567375886524822,0.0614657210401891,0.0803782505910165
not-happy,0.46572717029544275,0.4793212642585492,0.0802919708029197,0.0565693430656934,0.0237226277372262,0.0510948905109489,0.0255474452554744,0.0784671532846715,0.1076642335766423
not-happy,12.38411736363529,19.783766549481772,0.0836734693877551,0.0489795918367346,0.0224489795918367,0.0428571428571428,0.036734693877551,0.073469387755102,0.0755102040816326
not-happy,2.012869998571374,0.7097781209177574,0.0489038785834738,0.0354131534569983,0.0337268128161888,0.0387858347386172,0.0303541315345699,0.1129848229342327,0.1096121416526138
not-happy,1.437818662415181,0.36099471786683174,0.0589123867069486,0.039274924471299,0.0196374622356495,0.0347432024169184,0.0287009063444108,0.0876132930513595,0.0996978851963746
not-happy,2.6174694863841026,0.23846976735567538,0.068901303538175,0.0242085661080074,0.0279329608938547,0.0353817504655493,0.0093109869646182,0.0837988826815642,0.1135940409683426
not-happy,5.6534320479564695,2.812561678069384,0.0815939278937381,0.0417457305502846,0.032258064516129,0.0417457305502846,0.0246679316888045,0.0834914611005692,0.0891840607210626
not-happy,2.5641944349925083,0.9757519260798643,0.0422960725075528,0.0302114803625377,0.0271903323262839,0.0453172205438066,0.0362537764350453,0.1329305135951661,0.0876132930513595
not-happy,0.9274843254724643,0.3182988017513747,0.0698924731182795,0.0551075268817204,0.0389784946236559,0.0470430107526881,0.0349462365591397,0.0846774193548387,0.0806451612903225
not-happy,0.6053940503797923,2.2723570052941495,0.0858895705521472,0.0633946830265848,0.016359918200409,0.0511247443762781,0.0245398773006134,0.0777096114519427,0.0715746421267893
happy,3.0338583101586707,3.117099367450797,0.0817051509769094,0.063943161634103,0.0301953818827708,0.0621669626998223,0.0461811722912966,0.0728241563055062,0.0870337477797513
happy,1.8867536072309699,1.983624257219188,0.064516129032258,0.0376344086021505,0.032258064516129,0.0188172043010752,0.0161290322580645,0.0806451612903225,0.0779569892473118
not-happy,1.4726361241870494,0.5410068679191764,0.0667779632721202,0.0517529215358931,0.030050083472454,0.031719532554257,0.01669449081803,0.1018363939899833,0.1068447412353923
happy,3.52484337434432,3.8358662860428065,0.0942307692307692,0.0692307692307692,0.0192307692307692,0.0461538461538461,0.0173076923076923,0.0769230769230769,0.0942307692307692
not-happy,205.880950672447,241.99088066758486,0.0765864332603938,0.0481400437636761,0.0459518599562363,0.0459518599562363,0.0262582056892779,0.0940919037199124,0.1006564551422319
not-happy,1.277369541185105,0.3006236373137978,0.060126582278481,0.0348101265822784,0.0253164556962025,0.0253164556962025,0.0094936708860759,0.1012658227848101,0.1139240506329113
happy,7.927116282766273,10.08043711265716,0.0629770992366412,0.0400763358778625,0.0305343511450381,0.0458015267175572,0.0171755725190839,0.1106870229007633,0.0935114503816793
happy,0.42982373353613756,0.05522931046238736,0.0914076782449725,0.0639853747714808,0.036563071297989,0.0585009140767824,0.0383912248628884,0.0895795246800731,0.0786106032906764
not-happy,3.9660496812996096,0.3075032072885865,0.1267281105990783,0.0967741935483871,0.0230414746543778,0.0875576036866359,0.0552995391705069,0.0529953917050691,0.064516129032258
not-happy,0.439957479730665,0.3450001151919398,0.0686813186813186,0.0329670329670329,0.0329670329670329,0.0412087912087912,0.0247252747252747,0.0879120879120879,0.0851648351648351
not-happy,0.49589047515636586,0.08571112035820279,0.1028880866425992,0.0487364620938628,0.0162454873646209,0.0379061371841155,0.0379061371841155,0.0794223826714801,0.0920577617328519
not-happy,1.6994970249520314,0.27723936407330413,0.0604575163398692,0.034313725490196,0.0179738562091503,0.0277777777777777,0.011437908496732,0.099673202614379,0.1045751633986928
happy,1.4939856914722263,2.2309486653678703,0.0702917771883289,0.0450928381962864,0.026525198938992,0.03315649867374,0.019893899204244,0.0875331564986737,0.0954907161803713
not-happy,1.6310016606319697,0.11636523733833705,0.0957683741648107,0.0445434298440979,0.0200445434298441,0.042316258351893,0.0289532293986636,0.0623608017817371,0.0846325167037861
happy,2.065903622584789,2.210539924469436,0.0992592592592592,0.0637037037037037,0.0281481481481481,0.0503703703703703,0.0296296296296296,0.0637037037037037,0.0829629629629629
happy,2.9289514516575017,1.775831790411496,0.053030303030303,0.0454545454545454,0.0227272727272727,0.0277777777777777,0.0252525252525252,0.0782828282828282,0.1136363636363636
happy,24.888220279448667,30.419054777699728,0.0953346855983772,0.0608519269776876,0.0344827586206896,0.0527383367139959,0.0324543610547667,0.0547667342799188,0.101419878296146
not-happy,7.631119671917013,4.361905057446459,0.0750798722044728,0.0415335463258785,0.0287539936102236,0.0287539936102236,0.0335463258785942,0.0926517571884984,0.0798722044728434
not-happy,4.101313628840034,2.715190141547135,0.046070460704607,0.035230352303523,0.018970189701897,0.021680216802168,0.016260162601626,0.1138211382113821,0.1111111111111111
not-happy,2.5127004319875725,1.790539769333642,0.0686274509803921,0.0539215686274509,0.0212418300653594,0.0424836601307189,0.0310457516339869,0.0718954248366013,0.0898692810457516
happy,0.5422282167585462,0.4211230465472167,0.0982800982800982,0.0565110565110565,0.027027027027027,0.0515970515970515,0.027027027027027,0.0515970515970515,0.0909090909090909
happy,1.1673407337321373,0.8865477151175211,0.0831168831168831,0.0467532467532467,0.0285714285714285,0.0519480519480519,0.0207792207792207,0.0675324675324675,0.0779220779220779
not-happy,0.6499859227548881,0.40465414445152764,0.0535714285714285,0.0396825396825396,0.0257936507936507,0.0218253968253968,0.0119047619047619,0.0773809523809523,0.1448412698412698
not-happy,0.43386773208207524,0.10362740750619114,0.0840336134453781,0.0735294117647058,0.0252100840336134,0.0588235294117647,0.0231092436974789,0.0588235294117647,0.0819327731092437
not-happy,0.5657725774246125,3.76851502505406,0.0365853658536585,0.0170731707317073,0.0195121951219512,0.024390243902439,0.0121951219512195,0.073170731707317,0.1024390243902439
happy,2.2714120015832013,1.6849373222716804,0.0783582089552238,0.0559701492537313,0.0261194029850746,0.0708955223880597,0.0298507462686567,0.0671641791044776,0.1007462686567164
not-happy,1.4719796358914083,0.650538737700513,0.0685871056241426,0.0425240054869684,0.0315500685871056,0.0356652949245541,0.0260631001371742,0.1083676268861454,0.0754458161865569
happy,1.918395960957847,3.6014218454412923,0.0592105263157894,0.0328947368421052,0.0361842105263157,0.0230263157894736,0.0197368421052631,0.0756578947368421,0.1019736842105263
not-happy,0.67365017551831,0.15985917993862048,0.1293881644934804,0.1173520561685055,0.0280842527582748,0.0551654964894684,0.0240722166499498,0.0481444332998996,0.0712136409227683
not-happy,0.9829277299993334,0.39050488367819236,0.034090909090909,0.0227272727272727,0.0265151515151515,0.0189393939393939,0.0189393939393939,0.0833333333333333,0.1022727272727272
happy,14.827950870628301,13.210717291956295,0.0702179176755447,0.0460048426150121,0.0266343825665859,0.0338983050847457,0.0169491525423728,0.072639225181598,0.1089588377723971
not-happy,1.147813218865947,0.9053018429232976,0.0932584269662921,0.0707865168539325,0.0325842696629213,0.0539325842696629,0.0426966292134831,0.0707865168539325,0.096629213483146
not-happy,8.229991178669279,7.036851308399709,0.075046904315197,0.0506566604127579,0.0281425891181988,0.0393996247654784,0.0300187617260788,0.075046904315197,0.0919324577861163
happy,0.7110982608188766,0.5483811660159318,0.0987868284228769,0.0623916811091854,0.0415944540727903,0.0450606585788561,0.0346620450606585,0.0779896013864818,0.1039861351819757
happy,1.4891096802291293,1.3422702877880377,0.0583756345177665,0.031725888324873,0.031725888324873,0.0342639593908629,0.0266497461928934,0.0647208121827411,0.0761421319796954
not-happy,65.44130203791619,41.954317499487495,0.0716911764705882,0.0551470588235294,0.0275735294117647,0.0294117647058823,0.0294117647058823,0.0698529411764705,0.0955882352941176
happy,1.811068591747434,2.5997440995329404,0.0669216061185468,0.0516252390057361,0.0152963671128107,0.0401529636711281,0.0248565965583174,0.0592734225621414,0.1032504780114722
happy,0.43043697047988627,0.10667250874396954,0.0588235294117647,0.0429252782193958,0.0381558028616852,0.0302066772655007,0.0238473767885532,0.0874403815580286,0.1128775834658187
not-happy,1.8641573503261128,1.3589855135233495,0.0644699140401146,0.0444126074498567,0.0286532951289398,0.0343839541547277,0.0243553008595988,0.0902578796561604,0.1002865329512893
happy,12.368316025044743,14.881917051484775,0.065,0.045,0.0225,0.045,0.0275,0.06,0.0925
happy,15.09001077923775,15.876250482246258,0.0690298507462686,0.0335820895522388,0.0261194029850746,0.0373134328358208,0.0167910447761194,0.0783582089552238,0.1175373134328358
not-happy,0.666875222833896,0.15960841096920017,0.0492424242424242,0.0189393939393939,0.0378787878787878,0.0227272727272727,0.0151515151515151,0.0984848484848484,0.1212121212121212
happy,1.783650002592896,1.3289668703329733,0.04,0.0294736842105263,0.0378947368421052,0.0189473684210526,0.0210526315789473,0.0757894736842105,0.0821052631578947
not-happy,2.919102263453161,0.999467817943966,0.054,0.04,0.03,0.038,0.034,0.082,0.088
not-happy,7.747610518341764,4.289818655962318,0.0647482014388489,0.0599520383693045,0.0167865707434052,0.0455635491606714,0.0191846522781774,0.0983213429256594,0.1175059952038369
happy,13.56326821100409,11.672283264359328,0.0922190201729106,0.0489913544668587,0.0259365994236311,0.0778097982708933,0.0288184438040345,0.0518731988472622,0.0979827089337175
happy,1.1408108474362044,0.4624805439071634,0.081967213114754,0.0430327868852459,0.0430327868852459,0.0778688524590164,0.0286885245901639,0.0799180327868852,0.0737704918032786
happy,9.96140706296067,10.819997782360106,0.0952380952380952,0.0541125541125541,0.0238095238095238,0.0627705627705627,0.0281385281385281,0.0584415584415584,0.0822510822510822
happy,0.46896767454352944,0.35359576959609124,0.0566037735849056,0.0542452830188679,0.0400943396226415,0.0518867924528301,0.0330188679245283,0.0919811320754716,0.0778301886792452
not-happy,1.309824795236514,1.4363906101849215,0.0876190476190476,0.0457142857142857,0.0171428571428571,0.0419047619047619,0.0266666666666666,0.0571428571428571,0.0857142857142857
happy,10.152834491121366,11.447111742639805,0.0587188612099644,0.0266903914590747,0.0195729537366548,0.0231316725978647,0.0160142348754448,0.0836298932384341,0.0889679715302491
happy,0.6977155349819469,0.4926370340863072,0.0939597315436241,0.0822147651006711,0.035234899328859,0.0570469798657718,0.0570469798657718,0.0620805369127516,0.0889261744966442
not-happy,3.88756051873933,3.405432075147021,0.0614250614250614,0.0417690417690417,0.0245700245700245,0.0393120393120393,0.0245700245700245,0.0761670761670761,0.0884520884520884
not-happy,1.1926990158088069,1.180897807304363,0.0639658848614072,0.0426439232409381,0.0234541577825159,0.0511727078891258,0.0277185501066098,0.068230277185501,0.0938166311300639
happy,0.3012660577977165,0.7401610392926795,0.0758533501896333,0.0505689001264222,0.0316055625790139,0.0442477876106194,0.02275600505689,0.0847029077117572,0.1049304677623261
not-happy,3.234019722285434,4.57550768744163,0.0709459459459459,0.0405405405405405,0.0236486486486486,0.0337837837837837,0.0236486486486486,0.0777027027027027,0.1013513513513513
happy,8.026555328373382,7.183350147126723,0.0692567567567567,0.0456081081081081,0.0337837837837837,0.0236486486486486,0.0152027027027027,0.0608108108108108,0.1013513513513513
not-happy,2.0512697236401514,1.7540891249088744,0.0574098798397863,0.0293724966622162,0.0293724966622162,0.02803738317757,0.0106809078771695,0.0974632843791722,0.1054739652870494
happy,1.5677604361497521,0.9852154274588271,0.08153078202995,0.0499168053244592,0.0282861896838602,0.0499168053244592,0.0316139767054908,0.0732113144758735,0.0715474209650582
not-happy,5.577273133162481,4.112802702202362,0.0726872246696035,0.0594713656387665,0.0286343612334801,0.0484581497797356,0.0308370044052863,0.0638766519823788,0.0947136563876652
not-happy,2.7756253998773532,1.2135788226709685,0.0742857142857142,0.0438095238095238,0.0438095238095238,0.059047619047619,0.0304761904761904,0.0838095238095238,0.1047619047619047
not-happy,1.5048680877875613,1.9234172266743803,0.1143375680580762,0.0653357531760435,0.029038112522686,0.0744101633393829,0.029038112522686,0.0834845735027223,0.0925589836660617
happy,1.4426485513544318,1.4529918865253655,0.1007838745800671,0.0750279955207166,0.0279955207166853,0.0649496080627099,0.0459126539753639,0.0806270996640537,0.0996640537513997
happy,1.2874026731956771,0.4887391228791702,0.1027777777777777,0.0768518518518518,0.0333333333333333,0.0601851851851851,0.0379629629629629,0.0546296296296296,0.0722222222222222
happy,3.5421831006480864,3.889724198443276,0.0844748858447488,0.0365296803652968,0.0525114155251141,0.0502283105022831,0.0114155251141552,0.0593607305936073,0.0890410958904109
happy,0.9955469289200612,0.5210802850415664,0.0863131935881627,0.0554870530209617,0.0357583230579531,0.0406905055487053,0.0246609124537607,0.0739827373612823,0.0924784217016029
happy,2.8587454124582177,2.8548591859109744,0.1131284916201117,0.0977653631284916,0.0251396648044692,0.0600558659217877,0.0432960893854748,0.0698324022346368,0.0726256983240223
happy,2.5866080507057725,2.8538554835890215,0.1058201058201058,0.0652557319223985,0.0282186948853615,0.0564373897707231,0.0511463844797178,0.0705467372134038,0.0758377425044091
happy,9.860056249819792,9.668658342160949,0.0809061488673139,0.0453074433656957,0.0258899676375404,0.0420711974110032,0.0323624595469255,0.0711974110032362,0.087378640776699
not-happy,0.9024023504973453,0.19104662625220134,0.0791075050709939,0.0547667342799188,0.0202839756592292,0.0466531440162271,0.024340770791075,0.0933062880324543,0.0933062880324543
happy,0.2695713515576692,0.5192753657041937,0.094240837696335,0.0340314136125654,0.031413612565445,0.031413612565445,0.013089005235602,0.0759162303664921,0.0994764397905759
happy,7.846349424227169,6.046399866144239,0.0654867256637168,0.0460176991150442,0.0141592920353982,0.0371681415929203,0.0247787610619469,0.079646017699115,0.111504424778761
not-happy,0.44263924398831705,0.3648477313525583,0.0794520547945205,0.0657534246575342,0.0164383561643835,0.0356164383561643,0.0191780821917808,0.1095890410958904,0.0931506849315068
happy,0.14282184773162301,0.09149557788383007,0.0627376425855513,0.026615969581749,0.0361216730038022,0.0228136882129277,0.0133079847908745,0.091254752851711,0.1159695817490494
not-happy,2.563974247813527,1.2766501846479807,0.1216407355021216,0.0834512022630834,0.0353606789250353,0.0594059405940594,0.048090523338048,0.0721357850070721,0.0763790664780763
not-happy,9.397050136981077,11.399504350302863,0.0680851063829787,0.0354609929078014,0.0283687943262411,0.0326241134751773,0.0340425531914893,0.0780141843971631,0.1035460992907801
not-happy,1.6126436106984705,0.670558469591093,0.0657596371882086,0.0453514739229024,0.0317460317460317,0.0396825396825396,0.0192743764172335,0.100907029478458,0.1077097505668934
not-happy,1.053304229973605,0.2613071468799869,0.0816777041942604,0.0441501103752759,0.0309050772626931,0.043046357615894,0.0220750551876379,0.0894039735099337,0.1026490066225165
not-happy,2.5785041496592362,1.9255737174847156,0.0733229329173166,0.0374414976599064,0.0312012480499219,0.0312012480499219,0.0187207488299532,0.095163806552262,0.093603744149766
not-happy,4.691238179865075,2.530374955933552,0.0517799352750809,0.0323624595469255,0.0226537216828478,0.0307443365695792,0.0210355987055016,0.0776699029126213,0.0938511326860841
not-happy,1.639246521762221,0.6701504088977241,0.075,0.0535714285714285,0.0285714285714285,0.0714285714285714,0.05,0.05,0.1
not-happy,0.7800452379706166,0.3120029047227496,0.0870786516853932,0.071629213483146,0.0280898876404494,0.0617977528089887,0.0449438202247191,0.0814606741573033,0.0730337078651685
not-happy,0.6649166184904635,1.323381723690386,0.0767441860465116,0.0372093023255813,0.0302325581395348,0.0372093023255813,0.013953488372093,0.0767441860465116,0.0953488372093023
happy,2.1133224468239065,2.7382077086091146,0.0847457627118644,0.03954802259887,0.0357815442561205,0.0470809792843691,0.0150659133709981,0.0753295668549905,0.0998116760828625
happy,1.2007253980102455,0.4251732855551137,0.0486656200941915,0.0470957613814756,0.0298273155416012,0.0298273155416012,0.0188383045525902,0.0847723704866562,0.097331240188383
happy,2.6399517457334705,2.8768307408194795,0.0784313725490196,0.0463458110516934,0.0267379679144385,0.0392156862745098,0.0231729055258467,0.0802139037433155,0.0944741532976827
not-happy,168.06441177703488,188.58473635805643,0.0534653465346534,0.0396039603960396,0.0217821782178217,0.0277227722772277,0.0217821782178217,0.0871287128712871,0.1029702970297029
happy,6.523043699626328,5.959598696582081,0.1019830028328611,0.036827195467422,0.036827195467422,0.0736543909348441,0.0311614730878186,0.0509915014164305,0.0821529745042493
happy,0.20328324653062224,0.032601997623626915,0.05893536121673,0.0399239543726235,0.0418250950570342,0.0399239543726235,0.0228136882129277,0.0741444866920152,0.1026615969581749
happy,6.4793697428961465,8.232724680305196,0.0549645390070922,0.0478723404255319,0.0372340425531914,0.0283687943262411,0.0230496453900709,0.0975177304964539,0.1117021276595744
not-happy,3.2240382893476927,3.4431598907055467,0.0712401055408971,0.0263852242744063,0.0369393139841688,0.0316622691292876,0.021108179419525,0.0659630606860158,0.1055408970976253
happy,2.0357508611294195,0.6910578167103424,0.0715287517531556,0.0266479663394109,0.0336605890603085,0.0364656381486676,0.0154277699859747,0.0757363253856942,0.0981767180925666
happy,0.22526492881879057,0.18997326581488352,0.0777439024390243,0.0381097560975609,0.0137195121951219,0.0472560975609756,0.024390243902439,0.0594512195121951,0.0914634146341463
happy,0.3711248617164491,0.03905490622174694,0.079136690647482,0.0479616306954436,0.026378896882494,0.0215827338129496,0.0167865707434052,0.1007194244604316,0.105515587529976
not-happy,3.8097146890666833,0.24448355360684434,0.0744047619047619,0.0535714285714285,0.0357142857142857,0.0476190476190476,0.0386904761904761,0.0654761904761904,0.0684523809523809
not-happy,0.5016705733660493,0.08532518012869242,0.0828947368421052,0.0342105263157894,0.0184210526315789,0.025,0.025,0.0894736842105263,0.0881578947368421
not-happy,1.6366961564950004,0.5444285791537876,0.0588235294117647,0.0196078431372549,0.0235294117647058,0.0215686274509803,0.0156862745098039,0.084313725490196,0.1039215686274509
happy,1.1812871333512478,2.1845191729439195,0.0700483091787439,0.038647342995169,0.036231884057971,0.0253623188405797,0.0144927536231884,0.0845410628019323,0.1062801932367149
not-happy,1.537898389323632,0.08017748883005472,0.0588235294117647,0.0252100840336134,0.0168067226890756,0.0336134453781512,0.0308123249299719,0.1120448179271708,0.0980392156862745
not-happy,0.9666617940494535,0.6892016373765392,0.0952380952380952,0.0571428571428571,0.0095238095238095,0.0285714285714285,0.0285714285714285,0.1,0.0761904761904762
